car_id,car_type,color,year,km,average_price,transmission,body_type,days,price,sold
18087,Audi_A5 Sportback_2015,White,2015,24961296,866866,Automatic,Sedan,54,973443,False
19601,Audi_A5 Sportback_2015,Blue,2015,22738306,866866,Automatic,Sedan,30,884008,True
558,BMW_Serie 1_2021,Red,2021,39473332,588190,Automatic,Sedan,62,604508,True
787,BMW_Serie 1_2021,Black,2021,37604410,588190,Automatic,Sedan,39,645428,True
1302,BMW_Serie 1_2021,White,2021,39969436,588190,Automatic,Sedan,60,645910,False
1528,BMW_Serie 1_2021,White,2021,43168711,588190,Automatic,Sedan,25,673894,True
2178,BMW_Serie 1_2021,Blue,2021,36576001,588190,Automatic,Sedan,36,589364,True
2545,BMW_Serie 1_2021,Black,2021,38009422,588190,Automatic,Sedan,54,692657,True
3961,BMW_Serie 1_2021,Blue,2021,38998269,588190,Automatic,Sedan,32,686235,False
4076,BMW_Serie 1_2021,White,2021,44407624,588190,Automatic,Sedan,10,622985,True
4221,BMW_Serie 1_2021,Red,2021,42322789,588190,Automatic,Sedan,51,653594,True
7187,BMW_Serie 1_2021,Blue,2021,40808076,588190,Automatic,Sedan,73,594096,False
10016,BMW_Serie 1_2021,White,2021,39685381,588190,Automatic,Sedan,1,681962,True
2150,Suzuki_Swift_2008,Black,2008,44876627,792437,Automatic,Truck,46,811101,True
2383,Suzuki_Swift_2008,Blue,2008,40929905,792437,Automatic,Truck,33,895245,True
3359,Suzuki_Swift_2008,Red,2008,41814198,792437,Automatic,Truck,66,902215,True
4466,Suzuki_Swift_2008,White,2008,39884590,792437,Automatic,Truck,25,853622,True
4630,Suzuki_Swift_2008,Black,2008,37068130,792437,Automatic,Truck,22,926170,True
5057,Suzuki_Swift_2008,White,2008,43409564,792437,Automatic,Truck,57,843730,False
6142,Suzuki_Swift_2008,Blue,2008,41241264,792437,Automatic,Truck,47,858669,True
11353,Suzuki_Swift_2008,Black,2008,40187611,792437,Automatic,Truck,115,920302,True
12537,Suzuki_Swift_2008,Blue,2008,42400207,792437,Automatic,Truck,1,815291,True
17203,Suzuki_Swift_2008,Black,2008,40657570,792437,Automatic,Truck,82,796966,True
18949,Suzuki_Swift_2008,Black,2008,39472788,792437,Automatic,Truck,54,916602,True
565,Mercedes Benz_Clase SLK_2012,Black,2012,24731199,624720,Automatic,SUV,11,648504,True
1193,Mercedes Benz_Clase SLK_2012,White,2012,25762989,624720,Automatic,SUV,3,724695,True
3826,Mercedes Benz_Clase SLK_2012,White,2012,33908787,624720,Automatic,SUV,51,664876,True
7270,Mercedes Benz_Clase SLK_2012,Blue,2012,27158344,624720,Automatic,SUV,18,673851,True
12053,Mercedes Benz_Clase SLK_2012,Blue,2012,25650226,624720,Automatic,SUV,57,631674,True
14736,Mercedes Benz_Clase SLK_2012,Black,2012,26340361,624720,Automatic,SUV,27,671058,True
15283,Mercedes Benz_Clase SLK_2012,Red,2012,29557090,624720,Automatic,SUV,21,664610,True
16017,Mercedes Benz_Clase SLK_2012,Black,2012,28456594,624720,Automatic,SUV,7,690656,False
16033,Mercedes Benz_Clase SLK_2012,Red,2012,25547742,624720,Automatic,SUV,34,716489,True
17102,Mercedes Benz_Clase SLK_2012,Blue,2012,27067798,624720,Automatic,SUV,10,731432,True
18530,Mercedes Benz_Clase SLK_2012,Blue,2012,34095205,624720,Automatic,SUV,53,706578,True
18988,Mercedes Benz_Clase SLK_2012,Black,2012,28551559,624720,Automatic,SUV,9,688219,True
566,Chevrolet_Tahoe_2017,White,2017,19864521,461038,Manual,Sedan,3,532624,True
1250,Chevrolet_Tahoe_2017,Black,2017,18574046,461038,Manual,Sedan,12,484333,False
2315,Chevrolet_Tahoe_2017,Red,2017,22908859,461038,Manual,Sedan,25,492800,True
2650,Chevrolet_Tahoe_2017,Black,2017,25582704,461038,Manual,Sedan,46,536024,True
5314,Chevrolet_Tahoe_2017,White,2017,21462376,461038,Manual,Sedan,23,474716,True
5349,Chevrolet_Tahoe_2017,White,2017,20688348,461038,Manual,Sedan,5,481407,False
6354,Chevrolet_Tahoe_2017,Black,2017,21002057,461038,Manual,Sedan,41,510287,True
7116,Chevrolet_Tahoe_2017,White,2017,24766253,461038,Manual,Sedan,14,530418,True
7536,Chevrolet_Tahoe_2017,Black,2017,19549028,461038,Manual,Sedan,3,504878,False
13626,Chevrolet_Tahoe_2017,White,2017,20895586,461038,Manual,Sedan,10,479431,True
16046,Chevrolet_Tahoe_2017,White,2017,23933253,461038,Manual,Sedan,27,533257,True
16092,Chevrolet_Tahoe_2017,White,2017,22459495,461038,Manual,Sedan,46,492766,True
17034,Chevrolet_Tahoe_2017,Black,2017,17808781,461038,Manual,Sedan,7,491266,True
17448,Chevrolet_Tahoe_2017,White,2017,27100688,461038,Manual,Sedan,8,536538,True
18118,Chevrolet_Tahoe_2017,White,2017,18023511,461038,Manual,Sedan,22,538842,True
18274,Chevrolet_Tahoe_2017,Black,2017,22722093,461038,Manual,Sedan,18,538153,False
18532,Chevrolet_Tahoe_2017,White,2017,24392183,461038,Manual,Sedan,5,519168,True
18880,Chevrolet_Tahoe_2017,White,2017,24702455,461038,Manual,Sedan,31,472253,False
18999,Chevrolet_Tahoe_2017,Black,2017,18068934,461038,Manual,Sedan,35,526187,True
5997,Chrysler_300 C_2009,Black,2009,16383345,900511,Manual,Sedan,38,981304,True
7661,Chrysler_300 C_2009,Black,2009,24232148,900511,Manual,Sedan,31,986374,True
10069,Chrysler_300 C_2009,Red,2009,15496337,900511,Manual,Sedan,9,1049615,True
11320,Chrysler_300 C_2009,White,2009,22308999,900511,Manual,Sedan,14,932307,False
13274,Chrysler_300 C_2009,Red,2009,23812678,900511,Manual,Sedan,17,984711,True
14086,Chrysler_300 C_2009,White,2009,17693448,900511,Manual,Sedan,11,943045,True
14603,Chrysler_300 C_2009,Blue,2009,17266665,900511,Manual,Sedan,36,1020899,True
16662,Chrysler_300 C_2009,White,2009,23945599,900511,Manual,Sedan,15,945244,True
568,Mercedes Benz_Sprinter Crew Cab L4_2020,Black,2020,31302030,765157,Automatic,Sedan,19,833771,False
975,Mercedes Benz_Sprinter Crew Cab L4_2020,Black,2020,27451499,765157,Automatic,Sedan,39,776776,True
12825,Mercedes Benz_Sprinter Crew Cab L4_2020,Red,2020,29090635,765157,Automatic,Sedan,20,889539,False
13625,Mercedes Benz_Sprinter Crew Cab L4_2020,Black,2020,25796441,765157,Automatic,Sedan,13,820516,True
13768,Mercedes Benz_Sprinter Crew Cab L4_2020,Black,2020,33072288,765157,Automatic,Sedan,21,871818,True
15269,Mercedes Benz_Sprinter Crew Cab L4_2020,Blue,2020,26943412,765157,Automatic,Sedan,39,892815,True
19248,Mercedes Benz_Sprinter Crew Cab L4_2020,Orange,2020,30814352,765157,Automatic,Sedan,58,769796,True
570,BMW_Serie 7_2008,Black,2008,36622322,835219,Automatic,Sedan,64,954827,True
1361,BMW_Serie 7_2008,Red,2008,35329811,835219,Automatic,Sedan,2,856713,False
1663,BMW_Serie 7_2008,White,2008,35521353,835219,Automatic,Sedan,53,969176,True
2774,BMW_Serie 7_2008,White,2008,40027909,835219,Automatic,Sedan,22,958658,False
3431,BMW_Serie 7_2008,White,2008,39617270,835219,Automatic,Sedan,45,903193,True
6051,BMW_Serie 7_2008,Red,2008,35920974,835219,Automatic,Sedan,34,909526,True
6612,BMW_Serie 7_2008,Black,2008,34819071,835219,Automatic,Sedan,6,915619,False
10983,BMW_Serie 7_2008,Black,2008,40771672,835219,Automatic,Sedan,19,947251,True
11499,BMW_Serie 7_2008,Red,2008,30946578,835219,Automatic,Sedan,47,962277,True
12789,BMW_Serie 7_2008,Black,2008,38854645,835219,Automatic,Sedan,14,934690,True
13786,BMW_Serie 7_2008,White,2008,31462656,835219,Automatic,Sedan,70,979024,True
17468,BMW_Serie 7_2008,White,2008,37338504,835219,Automatic,Sedan,14,914416,True
18148,BMW_Serie 7_2008,Red,2008,33283560,835219,Automatic,Sedan,1,891287,False
19138,BMW_Serie 7_2008,Black,2008,39336889,835219,Automatic,Sedan,14,914704,True
4565,Dodge_Avenger_2008,Black,2008,31111665,742065,Automatic,Sedan,64,863361,True
4747,Dodge_Avenger_2008,Black,2008,30515423,742065,Automatic,Sedan,1,774902,True
5654,Dodge_Avenger_2008,White,2008,28594878,742065,Automatic,Sedan,27,843776,True
9756,Dodge_Avenger_2008,Black,2008,30030662,742065,Automatic,Sedan,49,767147,True
14260,Dodge_Avenger_2008,White,2008,30986907,742065,Automatic,Sedan,5,833410,False
14549,Dodge_Avenger_2008,Black,2008,27947097,742065,Automatic,Sedan,8,793033,True
16621,Dodge_Avenger_2008,Black,2008,28390839,742065,Automatic,Sedan,1,787359,True
16697,Dodge_Avenger_2008,White,2008,29327336,742065,Automatic,Sedan,62,849571,True
18203,Dodge_Avenger_2008,Blue,2008,31720136,742065,Automatic,Sedan,31,767386,True
19632,Dodge_Avenger_2008,Blue,2008,36715712,742065,Automatic,Sedan,47,835513,False
5259,Peugeot_508_2012,Black,2012,15406433,185043,Manual,Coupe,19,208395,True
9715,Peugeot_508_2012,Orange,2012,16391464,185043,Manual,Coupe,1,199376,True
10574,Peugeot_508_2012,White,2012,18879366,185043,Manual,Coupe,19,211911,True
11677,Peugeot_508_2012,Red,2012,16296668,185043,Manual,Coupe,1,206479,True
15118,Peugeot_508_2012,Red,2012,18026299,185043,Manual,Coupe,27,193353,True
18677,Peugeot_508_2012,Blue,2012,18166205,185043,Manual,Coupe,12,197065,True
18760,Peugeot_508_2012,Black,2012,14801723,185043,Manual,Coupe,7,203056,True
3801,Ford_Edge_2014,Black,2014,31739166,868193,Automatic,Sedan,29,935056,True
4061,Ford_Edge_2014,Red,2014,26006546,868193,Automatic,Sedan,5,955171,True
5656,Ford_Edge_2014,White,2014,30704583,868193,Automatic,Sedan,69,955976,False
6813,Ford_Edge_2014,Black,2014,24277970,868193,Automatic,Sedan,26,968351,False
7853,Ford_Edge_2014,Black,2014,23437837,868193,Automatic,Sedan,2,987548,True
9095,Ford_Edge_2014,Red,2014,28243971,868193,Automatic,Sedan,5,877961,True
12351,Ford_Edge_2014,White,2014,28966630,868193,Automatic,Sedan,17,926175,False
12553,Ford_Edge_2014,White,2014,31728961,868193,Automatic,Sedan,15,969805,True
12765,Ford_Edge_2014,Blue,2014,28762139,868193,Automatic,Sedan,49,950234,True
16109,Ford_Edge_2014,White,2014,31655359,868193,Automatic,Sedan,23,989380,True
16898,Ford_Edge_2014,Blue,2014,30706035,868193,Automatic,Sedan,45,901964,True
18370,Ford_Edge_2014,Red,2014,29432992,868193,Automatic,Sedan,1,1004446,True
580,Dodge_ProMaster Rapid_2020,Black,2020,41850825,790982,Automatic,Sedan,4,855791,False
1478,Dodge_ProMaster Rapid_2020,White,2020,33817663,790982,Automatic,Sedan,38,912552,False
2179,Dodge_ProMaster Rapid_2020,White,2020,36468073,790982,Automatic,Sedan,54,887278,True
4716,Dodge_ProMaster Rapid_2020,Black,2020,39896346,790982,Automatic,Sedan,66,820114,True
6691,Dodge_ProMaster Rapid_2020,Black,2020,38236540,790982,Automatic,Sedan,5,910350,True
7520,Dodge_ProMaster Rapid_2020,Black,2020,41924042,790982,Automatic,Sedan,16,890370,True
7855,Dodge_ProMaster Rapid_2020,Red,2020,39077537,790982,Automatic,Sedan,59,906870,False
9469,Dodge_ProMaster Rapid_2020,Red,2020,35031071,790982,Automatic,Sedan,23,807490,True
12614,Dodge_ProMaster Rapid_2020,Orange,2020,38776779,790982,Automatic,Sedan,4,907976,True
13614,Dodge_ProMaster Rapid_2020,Red,2020,39326229,790982,Automatic,Sedan,36,880474,False
14217,Dodge_ProMaster Rapid_2020,Black,2020,34402321,790982,Automatic,Sedan,59,809709,True
14810,Dodge_ProMaster Rapid_2020,Blue,2020,36841694,790982,Automatic,Sedan,50,895203,True
17023,Dodge_ProMaster Rapid_2020,White,2020,41018624,790982,Automatic,Sedan,68,841904,True
1229,Acura_TL_2013,Blue,2013,9666923,695971,Automatic,SUV,6,740110,False
3459,Acura_TL_2013,Red,2013,16638773,695971,Automatic,SUV,19,806968,True
4701,Acura_TL_2013,Black,2013,18282941,695971,Automatic,SUV,12,764359,True
9776,Acura_TL_2013,Blue,2013,9608373,695971,Automatic,SUV,18,767396,False
9976,Acura_TL_2013,Black,2013,16742433,695971,Automatic,SUV,24,720078,True
12388,Acura_TL_2013,White,2013,16908830,695971,Automatic,SUV,1,736595,False
19752,Acura_TL_2013,Black,2013,11980963,695971,Automatic,SUV,14,768109,True
582,Nissan_March_2013,Red,2013,27021408,238184,Automatic,SUV,23,244451,True
809,Nissan_March_2013,Black,2013,31842087,238184,Automatic,SUV,20,259310,True
1931,Nissan_March_2013,Black,2013,25088140,238184,Automatic,SUV,68,255604,True
2369,Nissan_March_2013,Blue,2013,25592802,238184,Automatic,SUV,7,245111,True
2419,Nissan_March_2013,White,2013,33209470,238184,Automatic,SUV,23,265134,True
3476,Nissan_March_2013,Black,2013,33273621,238184,Automatic,SUV,4,246967,False
3878,Nissan_March_2013,Blue,2013,25381615,238184,Automatic,SUV,5,276384,True
5182,Nissan_March_2013,White,2013,32775184,238184,Automatic,SUV,1,249319,True
6370,Nissan_March_2013,White,2013,29797919,238184,Automatic,SUV,10,270339,True
7539,Nissan_March_2013,White,2013,31237447,238184,Automatic,SUV,26,245531,True
9108,Nissan_March_2013,White,2013,30684090,238184,Automatic,SUV,33,259696,True
13001,Nissan_March_2013,White,2013,29587841,238184,Automatic,SUV,22,245507,True
13905,Nissan_March_2013,Blue,2013,26928888,238184,Automatic,SUV,21,247331,True
16612,Nissan_March_2013,White,2013,30064986,238184,Automatic,SUV,5,247243,True
16812,Nissan_March_2013,Red,2013,29119007,238184,Automatic,SUV,19,270799,True
16855,Nissan_March_2013,White,2013,29650118,238184,Automatic,SUV,36,256822,True
19299,Nissan_March_2013,Black,2013,29510210,238184,Automatic,SUV,7,250535,True
19676,Nissan_March_2013,Black,2013,27494474,238184,Automatic,SUV,31,250126,True
1040,Jeep_Grand Cherokee_2020,White,2020,21162140,907930,Automatic,Sedan,39,1049517,True
2977,Jeep_Grand Cherokee_2020,Blue,2020,19782151,907930,Automatic,Sedan,25,1051699,False
4659,Jeep_Grand Cherokee_2020,Black,2020,23636855,907930,Automatic,Sedan,14,980524,True
6734,Jeep_Grand Cherokee_2020,Black,2020,24795300,907930,Automatic,Sedan,15,941207,True
9433,Jeep_Grand Cherokee_2020,Red,2020,18180115,907930,Automatic,Sedan,42,972512,False
9765,Jeep_Grand Cherokee_2020,White,2020,20255098,907930,Automatic,Sedan,7,942277,True
9796,Jeep_Grand Cherokee_2020,Black,2020,25000955,907930,Automatic,Sedan,24,999975,True
10239,Jeep_Grand Cherokee_2020,Black,2020,20628074,907930,Automatic,Sedan,37,945719,True
10658,Jeep_Grand Cherokee_2020,Red,2020,24925105,907930,Automatic,Sedan,7,1066216,False
11043,Jeep_Grand Cherokee_2020,White,2020,15903686,907930,Automatic,Sedan,44,1026053,True
11627,Jeep_Grand Cherokee_2020,Red,2020,22250005,907930,Automatic,Sedan,19,952140,True
12109,Jeep_Grand Cherokee_2020,White,2020,25456352,907930,Automatic,Sedan,17,1002386,False
14020,Jeep_Grand Cherokee_2020,Black,2020,21662504,907930,Automatic,Sedan,47,939662,True
15997,Jeep_Grand Cherokee_2020,White,2020,23596103,907930,Automatic,Sedan,37,1018912,True
17920,Jeep_Grand Cherokee_2020,Black,2020,24072269,907930,Automatic,Sedan,11,957917,True
18063,Jeep_Grand Cherokee_2020,Blue,2020,17947731,907930,Automatic,Sedan,58,1053785,True
19263,Jeep_Grand Cherokee_2020,Red,2020,22459722,907930,Automatic,Sedan,45,924967,True
3160,Land Rover_Range Rover Sport_2012,Red,2012,23650412,629727,Automatic,Sedan,31,675375,True
4789,Land Rover_Range Rover Sport_2012,Black,2012,24102720,629727,Automatic,Sedan,65,714699,True
6040,Land Rover_Range Rover Sport_2012,Black,2012,22226415,629727,Automatic,Sedan,6,681892,True
8613,Land Rover_Range Rover Sport_2012,Red,2012,27933810,629727,Automatic,Sedan,8,661753,False
9293,Land Rover_Range Rover Sport_2012,White,2012,27777310,629727,Automatic,Sedan,6,736818,True
11635,Land Rover_Range Rover Sport_2012,Black,2012,24081617,629727,Automatic,Sedan,24,689214,True
13640,Land Rover_Range Rover Sport_2012,Black,2012,29511822,629727,Automatic,Sedan,12,704528,True
14741,Land Rover_Range Rover Sport_2012,White,2012,23084384,629727,Automatic,Sedan,2,672464,True
16487,Land Rover_Range Rover Sport_2012,Orange,2012,27675321,629727,Automatic,Sedan,26,714239,True
17675,Land Rover_Range Rover Sport_2012,White,2012,29023804,629727,Automatic,Sedan,42,660595,True
18073,Land Rover_Range Rover Sport_2012,Black,2012,23172552,629727,Automatic,Sedan,24,702386,True
18105,Land Rover_Range Rover Sport_2012,White,2012,24449483,629727,Automatic,Sedan,12,685099,True
1515,Dodge_ProMaster Rapid_2017,White,2017,39555455,689257,Automatic,SUV,52,768449,True
2310,Dodge_ProMaster Rapid_2017,White,2017,35079105,689257,Automatic,SUV,54,719117,True
5694,Dodge_ProMaster Rapid_2017,White,2017,37615619,689257,Automatic,SUV,46,745911,True
5795,Dodge_ProMaster Rapid_2017,Red,2017,36960374,689257,Automatic,SUV,24,751855,False
6675,Dodge_ProMaster Rapid_2017,Black,2017,38866720,689257,Automatic,SUV,38,734393,True
7878,Dodge_ProMaster Rapid_2017,White,2017,36243223,689257,Automatic,SUV,29,765619,True
8341,Dodge_ProMaster Rapid_2017,White,2017,39555457,689257,Automatic,SUV,20,724396,True
8760,Dodge_ProMaster Rapid_2017,Black,2017,41800689,689257,Automatic,SUV,73,707563,True
10094,Dodge_ProMaster Rapid_2017,Red,2017,37510450,689257,Automatic,SUV,40,758291,True
10381,Dodge_ProMaster Rapid_2017,Black,2017,37405776,689257,Automatic,SUV,10,782546,False
16142,Dodge_ProMaster Rapid_2017,Black,2017,33699853,689257,Automatic,SUV,42,736681,True
17282,Dodge_ProMaster Rapid_2017,White,2017,34414911,689257,Automatic,SUV,28,747058,True
586,Mitsubishi_L200_2014,Blue,2014,42000204,321709,Manual,Sedan,40,344555,False
1816,Mitsubishi_L200_2014,Black,2014,37761603,321709,Manual,Sedan,13,345177,True
9635,Mitsubishi_L200_2014,Red,2014,37328651,321709,Manual,Sedan,31,335351,True
10281,Mitsubishi_L200_2014,Red,2014,38103981,321709,Manual,Sedan,5,359018,True
10744,Mitsubishi_L200_2014,Blue,2014,39769673,321709,Manual,Sedan,25,336363,True
11037,Mitsubishi_L200_2014,White,2014,42139323,321709,Manual,Sedan,23,360882,True
12027,Mitsubishi_L200_2014,Red,2014,34367996,321709,Manual,Sedan,35,335645,True
15136,Mitsubishi_L200_2014,Black,2014,42948528,321709,Manual,Sedan,1,333734,True
16018,Mitsubishi_L200_2014,Black,2014,38600278,321709,Manual,Sedan,37,371022,True
16353,Mitsubishi_L200_2014,Orange,2014,33856407,321709,Manual,Sedan,21,339971,False
17322,Mitsubishi_L200_2014,Blue,2014,41891363,321709,Manual,Sedan,39,346880,True
19877,Mitsubishi_L200_2014,Blue,2014,42476595,321709,Manual,Sedan,6,364311,False
590,Audi_S5_2012,Blue,2012,26719695,200152,Automatic,Sedan,3,209003,False
1522,Audi_S5_2012,Red,2012,21668699,200152,Automatic,Sedan,30,232822,True
3401,Audi_S5_2012,Blue,2012,17779676,200152,Automatic,Sedan,22,218169,True
4448,Audi_S5_2012,White,2012,27537916,200152,Automatic,Sedan,8,216795,True
12396,Audi_S5_2012,Black,2012,21546450,200152,Automatic,Sedan,25,202079,True
16034,Audi_S5_2012,Black,2012,26562259,200152,Automatic,Sedan,2,205608,True
16452,Audi_S5_2012,White,2012,24764461,200152,Automatic,Sedan,18,211479,True
17821,Audi_S5_2012,Black,2012,17864429,200152,Automatic,Sedan,33,212605,True
18084,Audi_S5_2012,Red,2012,24807647,200152,Automatic,Sedan,11,214215,True
18286,Audi_S5_2012,Red,2012,18188142,200152,Automatic,Sedan,6,229948,True
19978,Audi_S5_2012,Black,2012,19509539,200152,Automatic,Sedan,21,204785,False
995,Jaguar_F-PACE_2018,White,2018,35313399,553735,Automatic,Sedan,13,621181,True
2499,Jaguar_F-PACE_2018,White,2018,29406737,553735,Automatic,Sedan,35,643324,True
7565,Jaguar_F-PACE_2018,White,2018,32807313,553735,Automatic,Sedan,13,580278,False
11846,Jaguar_F-PACE_2018,Black,2018,29691156,553735,Automatic,Sedan,8,606365,True
13547,Jaguar_F-PACE_2018,White,2018,30773782,553735,Automatic,Sedan,50,559890,True
14193,Jaguar_F-PACE_2018,Blue,2018,34769290,553735,Automatic,Sedan,10,588234,True
14767,Jaguar_F-PACE_2018,Red,2018,27112693,553735,Automatic,Sedan,1,636797,False
14771,Jaguar_F-PACE_2018,Red,2018,33143656,553735,Automatic,Sedan,11,628936,True
6295,Honda_Civic_2010,White,2010,35698145,802277,Automatic,Truck,26,875561,True
9724,Honda_Civic_2010,White,2010,35376192,802277,Automatic,Truck,9,836108,False
11580,Honda_Civic_2010,White,2010,28575552,802277,Automatic,Truck,4,901593,True
11914,Honda_Civic_2010,Blue,2010,32320708,802277,Automatic,Truck,55,837528,False
12317,Honda_Civic_2010,Black,2010,30137347,802277,Automatic,Truck,15,901201,False
13004,Honda_Civic_2010,Blue,2010,28564415,802277,Automatic,Truck,20,913247,True
17200,Honda_Civic_2010,White,2010,36556625,802277,Automatic,Truck,36,850552,True
18777,Honda_Civic_2010,Black,2010,35241877,802277,Automatic,Truck,53,864021,True
596,Audi_S8 Quattro_2017,Red,2017,29117711,836163,Manual,SUV,47,866360,True
1137,Audi_S8 Quattro_2017,White,2017,28284104,836163,Manual,SUV,31,969679,True
5022,Audi_S8 Quattro_2017,Red,2017,29882367,836163,Manual,SUV,11,870286,True
5794,Audi_S8 Quattro_2017,Blue,2017,25413760,836163,Manual,SUV,57,926046,True
6361,Audi_S8 Quattro_2017,Red,2017,30520529,836163,Manual,SUV,16,956810,False
9410,Audi_S8 Quattro_2017,Black,2017,23418602,836163,Manual,SUV,16,900776,False
12725,Audi_S8 Quattro_2017,White,2017,22497820,836163,Manual,SUV,3,957076,True
14398,Audi_S8 Quattro_2017,Red,2017,25694257,836163,Manual,SUV,6,913886,True
14738,Audi_S8 Quattro_2017,White,2017,26832577,836163,Manual,SUV,27,972453,False
16255,Audi_S8 Quattro_2017,Blue,2017,29358489,836163,Manual,SUV,39,905433,True
18780,Audi_S8 Quattro_2017,Black,2017,25938020,836163,Manual,SUV,12,870239,False
19682,Audi_S8 Quattro_2017,White,2017,25856287,836163,Manual,SUV,38,903847,True
1220,Ford_Transit_2017,White,2017,26545350,181705,Automatic,Sedan,47,184613,True
1965,Ford_Transit_2017,Blue,2017,26560096,181705,Automatic,Sedan,44,191703,True
2565,Ford_Transit_2017,Black,2017,28249659,181705,Automatic,Sedan,20,197685,True
3052,Ford_Transit_2017,Red,2017,36018408,181705,Automatic,Sedan,17,187166,True
3427,Ford_Transit_2017,Red,2017,29392612,181705,Automatic,Sedan,41,199282,True
12538,Ford_Transit_2017,Black,2017,34845377,181705,Automatic,Sedan,3,211338,True
13252,Ford_Transit_2017,Black,2017,32761865,181705,Automatic,Sedan,2,187417,True
14945,Ford_Transit_2017,White,2017,34993160,181705,Automatic,Sedan,50,192384,True
599,Acura_MDX_2019,Orange,2019,8656987,311008,Automatic,Sedan,1,353559,True
3666,Acura_MDX_2019,Orange,2019,6937757,311008,Automatic,Sedan,21,338507,True
5324,Acura_MDX_2019,Blue,2019,9293396,311008,Automatic,Sedan,19,314820,True
7467,Acura_MDX_2019,Black,2019,12081388,311008,Automatic,Sedan,8,316788,True
9070,Acura_MDX_2019,Black,2019,5185071,311008,Automatic,Sedan,8,341457,True
10186,Acura_MDX_2019,Blue,2019,6992420,311008,Automatic,Sedan,8,318454,True
13591,Acura_MDX_2019,Black,2019,12138082,311008,Automatic,Sedan,16,330822,True
14823,Acura_MDX_2019,Black,2019,8089528,311008,Automatic,Sedan,9,320406,True
15773,Acura_MDX_2019,Black,2019,6629222,311008,Automatic,Sedan,11,360607,True
17103,Acura_MDX_2019,Red,2019,11959599,311008,Automatic,Sedan,3,344515,True
17234,Acura_MDX_2019,Black,2019,12672484,311008,Automatic,Sedan,9,320424,True
17942,Acura_MDX_2019,White,2019,8989802,311008,Automatic,Sedan,29,322855,True
18487,Acura_MDX_2019,Red,2019,7013617,311008,Automatic,Sedan,10,326139,True
19223,Acura_MDX_2019,Blue,2019,14533204,311008,Automatic,Sedan,19,342179,True
19334,Acura_MDX_2019,Blue,2019,14003033,311008,Automatic,Sedan,2,314482,True
600,Chevrolet_Cheyenne_2008,White,2008,29013229,340411,Automatic,Sedan,15,355860,True
812,Chevrolet_Cheyenne_2008,Red,2008,23088245,340411,Automatic,Sedan,10,343835,False
865,Chevrolet_Cheyenne_2008,White,2008,24502475,340411,Automatic,Sedan,3,361433,True
2377,Chevrolet_Cheyenne_2008,White,2008,28101864,340411,Automatic,Sedan,55,338995,True
2945,Chevrolet_Cheyenne_2008,Red,2008,28824396,340411,Automatic,Sedan,29,340083,True
5175,Chevrolet_Cheyenne_2008,Red,2008,26146537,340411,Automatic,Sedan,15,365345,True
7352,Chevrolet_Cheyenne_2008,Red,2008,22619652,340411,Automatic,Sedan,41,343870,True
9032,Chevrolet_Cheyenne_2008,White,2008,19628109,340411,Automatic,Sedan,33,355449,True
9527,Chevrolet_Cheyenne_2008,Red,2008,20426156,340411,Automatic,Sedan,4,344464,True
11314,Chevrolet_Cheyenne_2008,Black,2008,22385408,340411,Automatic,Sedan,8,373493,True
11850,Chevrolet_Cheyenne_2008,Black,2008,19327219,340411,Automatic,Sedan,22,391613,False
18102,Chevrolet_Cheyenne_2008,White,2008,26281274,340411,Automatic,Sedan,37,378545,True
18600,Chevrolet_Cheyenne_2008,Red,2008,22874734,340411,Automatic,Sedan,4,346143,True
18654,Chevrolet_Cheyenne_2008,Blue,2008,26893753,340411,Automatic,Sedan,6,367695,True
19564,Chevrolet_Cheyenne_2008,Blue,2008,24173013,340411,Automatic,Sedan,39,348993,True
601,BMW_Serie 5_2020,Red,2020,34836537,824097,Automatic,Coupe,56,959764,True
2334,BMW_Serie 5_2020,White,2020,32917267,824097,Automatic,Coupe,32,933642,True
2825,BMW_Serie 5_2020,Red,2020,33249940,824097,Automatic,Coupe,6,942151,False
3566,BMW_Serie 5_2020,Red,2020,33982735,824097,Automatic,Coupe,16,922434,False
3857,BMW_Serie 5_2020,Red,2020,37898170,824097,Automatic,Coupe,23,866910,False
4685,BMW_Serie 5_2020,White,2020,37178169,824097,Automatic,Coupe,10,930388,True
5441,BMW_Serie 5_2020,White,2020,34384513,824097,Automatic,Coupe,12,954233,True
8011,BMW_Serie 5_2020,Red,2020,32498483,824097,Automatic,Coupe,13,961037,True
8609,BMW_Serie 5_2020,Black,2020,36154084,824097,Automatic,Coupe,33,917684,False
8897,BMW_Serie 5_2020,Black,2020,38089136,824097,Automatic,Coupe,26,950777,True
9405,BMW_Serie 5_2020,Blue,2020,37412519,824097,Automatic,Coupe,11,881784,False
10081,BMW_Serie 5_2020,Black,2020,32340240,824097,Automatic,Coupe,50,961974,False
13154,BMW_Serie 5_2020,White,2020,38715289,824097,Automatic,Coupe,25,927747,False
17520,BMW_Serie 5_2020,Black,2020,37081150,824097,Automatic,Coupe,69,850930,True
17540,BMW_Serie 5_2020,Red,2020,34813583,824097,Automatic,Coupe,27,853046,False
2137,Chevrolet_Chevy_2012,White,2012,24608633,522409,Manual,SUV,31,542597,True
4311,Chevrolet_Chevy_2012,Orange,2012,30763743,522409,Manual,SUV,9,612724,True
8369,Chevrolet_Chevy_2012,Black,2012,31252808,522409,Manual,SUV,7,529305,True
